,Instrument,Insider Full Name,Insider Role Type,Insider Shares Traded (Adjusted),Insider Transaction Type,Insider Transaction Type(Short),Insider Transaction Price,Insider Shares Traded (As Reported),Insider Transaction Date
3704,AMZN.O,Piacentini (Diego),Officer,-226,Open market or private sale of non-derivative or derivative security,Open Market Sale,705.0,-226,2016-05-16
3705,AMZN.O,Piacentini (Diego),Officer,-200,Open market or private sale of non-derivative or derivative security,Open Market Sale,703.56,-200,2016-05-16
3706,AMZN.O,Piacentini (Diego),Officer,-100,Open market or private sale of non-derivative or derivative security,Open Market Sale,700.77,-100,2016-05-16
3707,AMZN.O,Ryder (Thomas O),Director,-100,Open market or private sale of non-derivative or derivative security,Open Market Sale,710.05,-100,2016-05-16
3708,AMZN.O,Ryder (Thomas O),Director,-200,Open market or private sale of non-derivative or derivative security,Open Market Sale,707.99,-200,2016-05-16
3709,AMZN.O,Ryder (Thomas O),Director,-200,Open market or private sale of non-derivative or derivative security,Open Market Sale,705.1,-200,2016-05-16
3710,AMZN.O,Ryder (Thomas O),Director,-592,Open market or private sale of non-derivative or derivative security,Open Market Sale,704.59,-592,2016-05-16
3711,AMZN.O,Ryder (Thomas O),Director,-378,Open market or private sale of non-derivative or derivative security,Open Market Sale,703.29,-378,2016-05-16
3712,AMZN.O,Ryder (Thomas O),Director,-200,Open market or private sale of non-derivative or derivative security,Open Market Sale,701.96,-200,2016-05-16
3713,AMZN.O,Ryder (Thomas O),Director,-635,Open market or private sale of non-derivative or derivative security,Open Market Sale,700.98,-635,2016-05-16
3714,AMZN.O,Ryder (Thomas O),Director,-357,Bona fide gift,Gift,0.0,-357,2016-05-16
3715,AMZN.O,Ryder (Thomas O),Director,-100,Open market or private sale of non-derivative or derivative security,Open Market Sale,710.05,-100,2016-05-16
3716,AMZN.O,Ryder (Thomas O),Director,-100,Open market or private sale of non-derivative or derivative security,Open Market Sale,707.92,-100,2016-05-16
3717,AMZN.O,Zapolsky David,Officer,-100,Open market or private sale of non-derivative or derivative security,Open Market Sale,706.77,-100,2016-05-16
3718,AMZN.O,Zapolsky David,Officer,-212,Open market or private sale of non-derivative or derivative security,Open Market Sale,705.49,-212,2016-05-16
3719,AMZN.O,Zapolsky David,Officer,-507,Open market or private sale of non-derivative or derivative security,Open Market Sale,704.49,-507,2016-05-16
3720,AMZN.O,Zapolsky David,Officer,-600,Open market or private sale of non-derivative or derivative security,Open Market Sale,702.39,-600,2016-05-16
3721,AMZN.O,Zapolsky David,Officer,-400,Open market or private sale of non-derivative or derivative security,Open Market Sale,701.33,-400,2016-05-16
3722,AMZN.O,Zapolsky David,Officer,-211,Open market or private sale of non-derivative or derivative security,Open Market Sale,708.23,-211,2016-05-16
3723,AMZN.O,Zapolsky David,Officer,-400,Open market or private sale of non-derivative or derivative security,Open Market Sale,706.7,-400,2016-05-16
3724,AMZN.O,Zapolsky David,Officer,-100,Open market or private sale of non-derivative or derivative security,Open Market Sale,705.18,-100,2016-05-16
3725,AMZN.O,Reynolds (Shelley L),Officer,-1439,Open market or private sale of non-derivative or derivative security,Open Market Sale,704.49,-1439,2016-05-16
3726,AMZN.O,Reynolds (Shelley L),Officer,-600,Open market or private sale of non-derivative or derivative security,Open Market Sale,703.5,-600,2016-05-16
3727,AMZN.O,Reynolds (Shelley L),Officer,-909,Open market or private sale of non-derivative or derivative security,Open Market Sale,701.97,-909,2016-05-16
3728,AMZN.O,Reynolds (Shelley L),Officer,-851,Open market or private sale of non-derivative or derivative security,Open Market Sale,701.11,-851,2016-05-16
3729,AMZN.O,Wilke (Jeffrey A),,-5478,Exercise or conversion of derivative security exempted pursuant to Rule 16b-3,"Exercise/Conversion of Awards, Options or Warrants",,-5478,2016-05-15
3730,AMZN.O,Olsavsky (Brian T.),,5478,Exercise or conversion of derivative security exempted pursuant to Rule 16b-3,"Exercise/Conversion of Awards, Options or Warrants",0.0,5478,2016-05-15
3731,AMZN.O,Olsavsky (Brian T.),,-879,Exercise or conversion of derivative security exempted pursuant to Rule 16b-3,"Exercise/Conversion of Awards, Options or Warrants",,-879,2016-05-15
3732,AMZN.O,Olsavsky (Brian T.),,879,Exercise or conversion of derivative security exempted pursuant to Rule 16b-3,"Exercise/Conversion of Awards, Options or Warrants",0.0,879,2016-05-15
3733,AMZN.O,Olsavsky (Brian T.),Officer,-4788,Exercise or conversion of derivative security exempted pursuant to Rule 16b-3,"Exercise/Conversion of Awards, Options or Warrants",,-4788,2016-05-15
3734,AMZN.O,Olsavsky (Brian T.),Officer,4788,Exercise or conversion of derivative security exempted pursuant to Rule 16b-3,"Exercise/Conversion of Awards, Options or Warrants",0.0,4788,2016-05-15
3735,AMZN.O,Olsavsky (Brian T.),Officer,-6889,Exercise or conversion of derivative security exempted pursuant to Rule 16b-3,"Exercise/Conversion of Awards, Options or Warrants",,-6889,2016-05-15
3736,AMZN.O,Blackburn Jeffrey M,,6889,Exercise or conversion of derivative security exempted pursuant to Rule 16b-3,"Exercise/Conversion of Awards, Options or Warrants",0.0,6889,2016-05-15
3737,AMZN.O,Wilke (Jeffrey A),Officer,-95,Exercise or conversion of derivative security exempted pursuant to Rule 16b-3,"Exercise/Conversion of Awards, Options or Warrants",,-95,2016-05-15
3738,AMZN.O,Jassy (Andrew R),,-531,Exercise or conversion of derivative security exempted pursuant to Rule 16b-3,"Exercise/Conversion of Awards, Options or Warrants",,-531,2016-05-15
3739,AMZN.O,Jassy (Andrew R),Officer,95,Exercise or conversion of derivative security exempted pursuant to Rule 16b-3,"Exercise/Conversion of Awards, Options or Warrants",0.0,95,2016-05-15
3740,AMZN.O,Piacentini (Diego),,531,Exercise or conversion of derivative security exempted pursuant to Rule 16b-3,"Exercise/Conversion of Awards, Options or Warrants",0.0,531,2016-05-15
3741,AMZN.O,Piacentini (Diego),Officer,-5489,Exercise or conversion of derivative security exempted pursuant to Rule 16b-3,"Exercise/Conversion of Awards, Options or Warrants",,-5489,2016-05-15
3742,AMZN.O,Brown (John Seely),,5489,Exercise or conversion of derivative security exempted pursuant to Rule 16b-3,"Exercise/Conversion of Awards, Options or Warrants",0.0,5489,2016-05-15
3743,AMZN.O,Brown (John Seely),Director,-710,Exercise or conversion of derivative security exempted pursuant to Rule 16b-3,"Exercise/Conversion of Awards, Options or Warrants",,-710,2016-05-15
3744,AMZN.O,Zapolsky David,,-524,Exercise or conversion of derivative security exempted pursuant to Rule 16b-3,"Exercise/Conversion of Awards, Options or Warrants",,-524,2016-05-15
3745,AMZN.O,Zapolsky David,,-334,Exercise or conversion of derivative security exempted pursuant to Rule 16b-3,"Exercise/Conversion of Awards, Options or Warrants",,-334,2016-05-15
3746,AMZN.O,Zapolsky David,,-451,Exercise or conversion of derivative security exempted pursuant to Rule 16b-3,"Exercise/Conversion of Awards, Options or Warrants",,-451,2016-05-15
3747,AMZN.O,Zapolsky David,,710,Exercise or conversion of derivative security exempted pursuant to Rule 16b-3,"Exercise/Conversion of Awards, Options or Warrants",0.0,710,2016-05-15
3748,AMZN.O,Zapolsky David,Officer,524,Exercise or conversion of derivative security exempted pursuant to Rule 16b-3,"Exercise/Conversion of Awards, Options or Warrants",0.0,524,2016-05-15
3749,AMZN.O,Zapolsky David,Officer,334,Exercise or conversion of derivative security exempted pursuant to Rule 16b-3,"Exercise/Conversion of Awards, Options or Warrants",0.0,334,2016-05-15
3750,AMZN.O,Zapolsky David,Officer,451,Exercise or conversion of derivative security exempted pursuant to Rule 16b-3,"Exercise/Conversion of Awards, Options or Warrants",0.0,451,2016-05-15
3751,AMZN.O,Zapolsky David,Officer,-1214,Exercise or conversion of derivative security exempted pursuant to Rule 16b-3,"Exercise/Conversion of Awards, Options or Warrants",,-1214,2016-05-15
3752,AMZN.O,Blackburn Jeffrey M,Officer,-4000,Exercise or conversion of derivative security exempted pursuant to Rule 16b-3,"Exercise/Conversion of Awards, Options or Warrants",,-4000,2016-05-15
3753,AMZN.O,Reynolds (Shelley L),,-296,Exercise or conversion of derivative security exempted pursuant to Rule 16b-3,"Exercise/Conversion of Awards, Options or Warrants",,-296,2016-05-15
3754,AMZN.O,Reynolds (Shelley L),,1214,Exercise or conversion of derivative security exempted pursuant to Rule 16b-3,"Exercise/Conversion of Awards, Options or Warrants",0.0,1214,2016-05-15
3755,AMZN.O,Reynolds (Shelley L),Officer,4000,Exercise or conversion of derivative security exempted pursuant to Rule 16b-3,"Exercise/Conversion of Awards, Options or Warrants",0.0,4000,2016-05-15
3756,AMZN.O,Reynolds (Shelley L),Officer,296,Exercise or conversion of derivative security exempted pursuant to Rule 16b-3,"Exercise/Conversion of Awards, Options or Warrants",0.0,296,2016-05-15
3757,AMZN.O,Bezos (Jeffrey P),"Officer, Director and Beneficial Owner",-1431,Bona fide gift,Gift,0.0,-1431,2016-05-10
3758,AMZN.O,Bezos (Jeffrey P),"Officer, Director and Beneficial Owner",,,,,,2016-05-09
3759,AMZN.O,Zapolsky David,Affiliated Person,,,,,,2016-05-09
3760,AMZN.O,Bezos (Jeffrey P),"Officer, Director and Beneficial Owner",-966,Open market or private sale of non-derivative or derivative security,Open Market Sale,676.19,-966,2016-05-05
3761,AMZN.O,Bezos (Jeffrey P),"Officer, Director and Beneficial Owner",-17487,Open market or private sale of non-derivative or derivative security,Open Market Sale,674.82,-17487,2016-05-05
3762,AMZN.O,Bezos (Jeffrey P),"Officer, Director and Beneficial Owner",-16595,Open market or private sale of non-derivative or derivative security,Open Market Sale,674.28,-16595,2016-05-05
3763,AMZN.O,Bezos (Jeffrey P),"Officer, Director and Beneficial Owner",-26999,Open market or private sale of non-derivative or derivative security,Open Market Sale,673.07,-26999,2016-05-05
3764,AMZN.O,Bezos (Jeffrey P),"Officer, Director and Beneficial Owner",-4763,Open market or private sale of non-derivative or derivative security,Open Market Sale,671.86,-4763,2016-05-05
3765,AMZN.O,Bezos (Jeffrey P),"Officer, Director and Beneficial Owner",-6085,Open market or private sale of non-derivative or derivative security,Open Market Sale,670.99,-6085,2016-05-05
3766,AMZN.O,Bezos (Jeffrey P),"Officer, Director and Beneficial Owner",-31164,Open market or private sale of non-derivative or derivative security,Open Market Sale,670.07,-31164,2016-05-05
3767,AMZN.O,Bezos (Jeffrey P),"Officer, Director and Beneficial Owner",-41118,Open market or private sale of non-derivative or derivative security,Open Market Sale,669.17,-41118,2016-05-05
3768,AMZN.O,Bezos (Jeffrey P),"Officer, Director and Beneficial Owner",-25250,Open market or private sale of non-derivative or derivative security,Open Market Sale,668.11,-25250,2016-05-05
3769,AMZN.O,Bezos (Jeffrey P),"Officer, Director and Beneficial Owner",-33211,Open market or private sale of non-derivative or derivative security,Open Market Sale,667.01,-33211,2016-05-05
3770,AMZN.O,Bezos (Jeffrey P),"Officer, Director and Beneficial Owner",-179,Bona fide gift,Gift,0.0,-179,2016-05-04
3771,AMZN.O,Bezos (Jeffrey P),"Officer, Director and Beneficial Owner",-200,Open market or private sale of non-derivative or derivative security,Open Market Sale,672.56,-200,2016-05-04
3772,AMZN.O,Bezos (Jeffrey P),"Officer, Director and Beneficial Owner",-7488,Open market or private sale of non-derivative or derivative security,Open Market Sale,671.89,-7488,2016-05-04
3773,AMZN.O,Bezos (Jeffrey P),"Officer, Director and Beneficial Owner",-6797,Open market or private sale of non-derivative or derivative security,Open Market Sale,671.01,-6797,2016-05-04
3774,AMZN.O,Bezos (Jeffrey P),"Officer, Director and Beneficial Owner",-40670,Open market or private sale of non-derivative or derivative security,Open Market Sale,669.77,-40670,2016-05-04
3775,AMZN.O,Bezos (Jeffrey P),"Officer, Director and Beneficial Owner",-50592,Open market or private sale of non-derivative or derivative security,Open Market Sale,668.93,-50592,2016-05-04
3776,AMZN.O,Bezos (Jeffrey P),"Officer, Director and Beneficial Owner",-41843,Open market or private sale of non-derivative or derivative security,Open Market Sale,667.93,-41843,2016-05-04
3777,AMZN.O,Bezos (Jeffrey P),"Officer, Director and Beneficial Owner",-174971,Open market or private sale of non-derivative or derivative security,Open Market Sale,667.06,-174971,2016-05-04
3778,AMZN.O,Bezos (Jeffrey P),"Officer, Director and Beneficial Owner",-55298,Open market or private sale of non-derivative or derivative security,Open Market Sale,666.07,-55298,2016-05-04
3779,AMZN.O,Bezos (Jeffrey P),"Officer, Director and Beneficial Owner",-7288,Open market or private sale of non-derivative or derivative security,Open Market Sale,664.59,-7288,2016-05-04
3780,AMZN.O,Bezos (Jeffrey P),"Officer, Director and Beneficial Owner",-13034,Open market or private sale of non-derivative or derivative security,Open Market Sale,662.65,-13034,2016-05-04
3781,AMZN.O,Bezos (Jeffrey P),"Officer, Director and Beneficial Owner",-2962,Bona fide gift,Gift,0.0,-2962,2016-05-03
3782,AMZN.O,Bezos (Jeffrey P),"Officer, Director and Beneficial Owner",-741,Bona fide gift,Gift,0.0,-741,2016-05-03
3783,AMZN.O,Bezos (Jeffrey P),"Officer, Director and Beneficial Owner",-2265,Open market or private sale of non-derivative or derivative security,Open Market Sale,679.5,-2265,2016-05-03
3784,AMZN.O,Bezos (Jeffrey P),"Officer, Director and Beneficial Owner",-11311,Open market or private sale of non-derivative or derivative security,Open Market Sale,678.74,-11311,2016-05-03
3785,AMZN.O,Bezos (Jeffrey P),"Officer, Director and Beneficial Owner",-67683,Open market or private sale of non-derivative or derivative security,Open Market Sale,677.66,-67683,2016-05-03
3786,AMZN.O,Bezos (Jeffrey P),"Officer, Director and Beneficial Owner",-49763,Open market or private sale of non-derivative or derivative security,Open Market Sale,676.69,-49763,2016-05-03
3787,AMZN.O,Bezos (Jeffrey P),"Officer, Director and Beneficial Owner",-40277,Open market or private sale of non-derivative or derivative security,Open Market Sale,675.63,-40277,2016-05-03
3788,AMZN.O,Bezos (Jeffrey P),"Officer, Director and Beneficial Owner",-152379,Open market or private sale of non-derivative or derivative security,Open Market Sale,674.75,-152379,2016-05-03
3789,AMZN.O,Bezos (Jeffrey P),"Officer, Director and Beneficial Owner",-74503,Open market or private sale of non-derivative or derivative security,Open Market Sale,673.84,-74503,2016-05-03
3790,AMZN.O,Zapolsky David,Officer,-1110,Open market or private sale of non-derivative or derivative security,Open Market Sale,677.36,-1110,2016-05-03
3791,AMZN.O,Zapolsky David,,2154,"Grant, award or other acquisition pursuant to Rule 16b-3(d)",Acquisition,,2154,2016-04-05
3792,AMZN.O,Zapolsky David,,2153,"Grant, award or other acquisition pursuant to Rule 16b-3(d)",Acquisition,,2153,2016-04-05
3793,AMZN.O,Zapolsky David,,2153,"Grant, award or other acquisition pursuant to Rule 16b-3(d)",Acquisition,,2153,2016-04-05
3794,AMZN.O,Zapolsky David,,2153,"Grant, award or other acquisition pursuant to Rule 16b-3(d)",Acquisition,,2153,2016-04-05
3795,AMZN.O,Zapolsky David,,2792,"Grant, award or other acquisition pursuant to Rule 16b-3(d)",Acquisition,,2792,2016-04-05
3796,AMZN.O,Zapolsky David,,2791,"Grant, award or other acquisition pursuant to Rule 16b-3(d)",Acquisition,,2791,2016-04-05
3797,AMZN.O,Zapolsky David,,2791,"Grant, award or other acquisition pursuant to Rule 16b-3(d)",Acquisition,,2791,2016-04-05
3798,AMZN.O,Zapolsky David,,2791,"Grant, award or other acquisition pursuant to Rule 16b-3(d)",Acquisition,,2791,2016-04-05
